,english,japanese,good,view,url,count,sentence
11815,sole,ヒラメ,2,3815.0,https://eikaiwa.dmm.com/uknow/questions/38780/,136,False
3048,elderly,お年寄り,66,15383.0,https://eikaiwa.dmm.com/uknow/questions/30150/,136,False
28683,uhhuh,相づちをうつ,1,852.0,https://eikaiwa.dmm.com/uknow/questions/8643/,135,False
8439,nails,爪,40,5799.0,https://eikaiwa.dmm.com/uknow/questions/34803/,135,False
9287,gloves,手袋,14,5180.0,https://eikaiwa.dmm.com/uknow/questions/38875/,135,False
232,charm,お守り,243,75847.0,https://eikaiwa.dmm.com/uknow/questions/2611/,135,False
5819,gross,ドン引き,19,8633.0,https://eikaiwa.dmm.com/uknow/questions/1552/,134,False
8552,obtain,取得,6,5714.0,https://eikaiwa.dmm.com/uknow/questions/34406/,134,False
14903,rank,順位,7,2751.0,https://eikaiwa.dmm.com/uknow/questions/56457/,134,False
7892,unprecedented,破天荒,10,6265.0,https://eikaiwa.dmm.com/uknow/questions/19693/,133,False
16821,lazy,怠け者,10,2275.0,https://eikaiwa.dmm.com/uknow/questions/48592/,133,False
25280,instinct,本能,1,1114.0,https://eikaiwa.dmm.com/uknow/questions/56130/,133,False
15212,complaining,ブツブツ文句を言う,7,2670.0,https://eikaiwa.dmm.com/uknow/questions/11283/,133,False
30345,violin,バイオリン,9,751.0,https://eikaiwa.dmm.com/uknow/questions/41290/,132,False
241,noon,時,143,74538.0,https://eikaiwa.dmm.com/uknow/questions/1430/,132,False
29616,kidney,腎臓,1,794.0,https://eikaiwa.dmm.com/uknow/questions/54352/,132,False
14740,steak,ステーキ,5,2798.0,https://eikaiwa.dmm.com/uknow/questions/34402/,132,False
31702,immortal,不老不死,5,676.0,https://eikaiwa.dmm.com/uknow/questions/61263/,131,False
1920,anime,アニメ,47,21656.0,https://eikaiwa.dmm.com/uknow/questions/33090/,131,False
22451,faint,失神,1,1394.0,https://eikaiwa.dmm.com/uknow/questions/56458/,131,False
18187,leap,飛躍,4,2004.0,https://eikaiwa.dmm.com/uknow/questions/51023/,131,False
2773,rub,ナデナデする,31,16648.0,https://eikaiwa.dmm.com/uknow/questions/16348/,131,False
16123,thumb,親指,32,2431.0,https://eikaiwa.dmm.com/uknow/questions/49737/,131,False
4759,distract,気が散る,66,10514.0,https://eikaiwa.dmm.com/uknow/questions/9644/,131,False
1064,sunset,夕日,47,32886.0,https://eikaiwa.dmm.com/uknow/questions/35066/,130,False
7193,recipe,レシピ,7,6930.0,https://eikaiwa.dmm.com/uknow/questions/34272/,130,False
26850,pirate,海賊,5,986.0,https://eikaiwa.dmm.com/uknow/questions/51163/,129,False
4909,reset,リセットする,22,10226.0,https://eikaiwa.dmm.com/uknow/questions/7602/,129,False
25494,halloween,ハロウィン,13,1095.0,https://eikaiwa.dmm.com/uknow/questions/50734/,129,False
398,soda,炭酸飲料,107,57822.0,https://eikaiwa.dmm.com/uknow/questions/7662/,129,False
27939,snack,軽食,1,907.0,https://eikaiwa.dmm.com/uknow/questions/64393/,129,False
26553,interaction,発表者との間のやりとり,5,1006.0,https://eikaiwa.dmm.com/uknow/questions/8134/,129,False
27249,farmer,農家,4,954.0,https://eikaiwa.dmm.com/uknow/questions/57511/,129,False
9807,hopeless,お先真っ暗,13,4834.0,https://eikaiwa.dmm.com/uknow/questions/19756/,128,False
36020,visitor,ネットのサイトに閲覧に来る人,0,462.0,https://eikaiwa.dmm.com/uknow/questions/47761/,128,False
27813,august,月,26,914.0,https://eikaiwa.dmm.com/uknow/questions/44073/,128,False
21659,consumer,消費者,1,1484.0,https://eikaiwa.dmm.com/uknow/questions/38053/,128,False
19193,leverage,応用する,4,1830.0,https://eikaiwa.dmm.com/uknow/questions/54034/,128,False
6651,frog,カエル,51,7543.0,https://eikaiwa.dmm.com/uknow/questions/44513/,128,False
1055,nevertheless,それでもなお,28,33015.0,https://eikaiwa.dmm.com/uknow/questions/17231/,127,False
14931,singer,歌手,16,2739.0,https://eikaiwa.dmm.com/uknow/questions/45946/,127,False
6634,punk,ガラの悪い,20,7559.0,https://eikaiwa.dmm.com/uknow/questions/9936/,127,False
29301,metaphor,比喩,5,814.0,https://eikaiwa.dmm.com/uknow/questions/61388/,127,False
31192,oldfashioned,時代遅れ,0,705.0,https://eikaiwa.dmm.com/uknow/questions/58877/,127,False
31722,declare,宣言,1,675.0,https://eikaiwa.dmm.com/uknow/questions/58625/,127,False
21029,hint,ヒント,3,1563.0,https://eikaiwa.dmm.com/uknow/questions/50747/,126,False
29499,december,月,10,801.0,https://eikaiwa.dmm.com/uknow/questions/44066/,126,False
12496,necklace,ネックレス,2,3538.0,https://eikaiwa.dmm.com/uknow/questions/52894/,126,False
3681,prescription,病院で処方箋をもらう,41,13229.0,https://eikaiwa.dmm.com/uknow/questions/12079/,126,False
451,advise,注意する,59,54097.0,https://eikaiwa.dmm.com/uknow/questions/3238/,125,False
14138,eagle,鷲,2,2972.0,https://eikaiwa.dmm.com/uknow/questions/36859/,125,False
12947,dispatch,派遣,5,3376.0,https://eikaiwa.dmm.com/uknow/questions/40172/,125,False
5871,verify,検証,13,8565.0,https://eikaiwa.dmm.com/uknow/questions/32164/,124,False
32763,acquire,確保,0,620.0,https://eikaiwa.dmm.com/uknow/questions/57370/,124,False
5186,ceiling,天井,22,9646.0,https://eikaiwa.dmm.com/uknow/questions/31696/,124,False
26302,abstract,抽象的,0,1026.0,https://eikaiwa.dmm.com/uknow/questions/48435/,124,False
27722,awareness,気付き,1,920.0,https://eikaiwa.dmm.com/uknow/questions/57507/,124,False
4174,goat,ヤギ,24,11837.0,https://eikaiwa.dmm.com/uknow/questions/33731/,123,False
11699,prayer,祈り,6,3877.0,https://eikaiwa.dmm.com/uknow/questions/54086/,123,False
16592,diving,ダイビング,1,2329.0,https://eikaiwa.dmm.com/uknow/questions/36694/,123,False
2659,messy,髪がボサボサだよ,39,17227.0,https://eikaiwa.dmm.com/uknow/questions/12537/,123,False
5024,bullying,いじめ,32,9986.0,https://eikaiwa.dmm.com/uknow/questions/34296/,122,False
32611,mercury,水星,13,628.0,https://eikaiwa.dmm.com/uknow/questions/41226/,122,False
28397,collar,首輪,3,872.0,https://eikaiwa.dmm.com/uknow/questions/59011/,122,False
3744,gratitude,感謝,32,13007.0,https://eikaiwa.dmm.com/uknow/questions/36216/,122,False
22220,unfair,不平等,2,1419.0,https://eikaiwa.dmm.com/uknow/questions/46576/,122,False
25469,australia,オーストラリア,4,1097.0,https://eikaiwa.dmm.com/uknow/questions/42623/,121,False
33228,colony,植民地,3,596.0,https://eikaiwa.dmm.com/uknow/questions/59144/,121,False
36701,insight,洞察力,2,432.0,https://eikaiwa.dmm.com/uknow/questions/65051/,121,False
30699,sickness,病気と病は似て非なるものです　,1,731.0,https://eikaiwa.dmm.com/uknow/questions/9035/,121,False
34914,february,月,5,514.0,https://eikaiwa.dmm.com/uknow/questions/44072/,121,False
9861,wrist,手首,12,4805.0,https://eikaiwa.dmm.com/uknow/questions/38478/,120,False
16157,concentration,集中力,6,2424.0,https://eikaiwa.dmm.com/uknow/questions/46762/,120,False
12151,tuesday,火曜日,60,3669.0,https://eikaiwa.dmm.com/uknow/questions/31164/,120,False
5752,neat,身だしなみがちゃんとしてる,22,8720.0,https://eikaiwa.dmm.com/uknow/questions/11703/,120,False
35561,soap,石鹸,2,484.0,https://eikaiwa.dmm.com/uknow/questions/53468/,120,False
12245,nephew,甥,9,3636.0,https://eikaiwa.dmm.com/uknow/questions/52363/,120,False
25544,resource,資源,0,1090.0,https://eikaiwa.dmm.com/uknow/questions/54244/,120,False
8534,reckless,乱暴に,20,5724.0,https://eikaiwa.dmm.com/uknow/questions/16568/,120,False
13754,jersey,ジャージ,9,3093.0,https://eikaiwa.dmm.com/uknow/questions/48365/,119,False
9270,pillar,柱,12,5188.0,https://eikaiwa.dmm.com/uknow/questions/38681/,119,False
32161,feedback,フィードバック,1,653.0,https://eikaiwa.dmm.com/uknow/questions/63208/,119,False
28290,bid,入札,1,880.0,https://eikaiwa.dmm.com/uknow/questions/56777/,119,False
339,convey,気持ちや情報を伝える,47,62973.0,https://eikaiwa.dmm.com/uknow/questions/17060/,118,False
6157,penguin,ペンギン,33,8186.0,https://eikaiwa.dmm.com/uknow/questions/34607/,118,False
5484,conventional,従来の,10,9126.0,https://eikaiwa.dmm.com/uknow/questions/17782/,118,False
10175,exotic,異国情緒あふれる,5,4614.0,https://eikaiwa.dmm.com/uknow/questions/16627/,118,False
15096,lifestyle,生活,4,2698.0,https://eikaiwa.dmm.com/uknow/questions/35132/,118,False
22551,hills,丘陵地帯,1,1383.0,https://eikaiwa.dmm.com/uknow/questions/16664/,118,False
11217,pickup,ナンパする,10,4089.0,https://eikaiwa.dmm.com/uknow/questions/52324/,118,False
22843,sushi,寿司,7,1351.0,https://eikaiwa.dmm.com/uknow/questions/54268/,117,False
22166,historic,歴史的に有名な,4,1425.0,https://eikaiwa.dmm.com/uknow/questions/49270/,117,False
8368,mechanism,〜仕組みがある,8,5848.0,https://eikaiwa.dmm.com/uknow/questions/16822/,117,False
15140,casual,ラフ,0,2686.0,https://eikaiwa.dmm.com/uknow/questions/41159/,117,False
13270,lighter,火をつけるライター,3,3254.0,https://eikaiwa.dmm.com/uknow/questions/56345/,117,False
9784,ankle,くるぶし,15,4854.0,https://eikaiwa.dmm.com/uknow/questions/6818/,117,False
24617,thoroughly,片っ端から,5,1175.0,https://eikaiwa.dmm.com/uknow/questions/25646/,117,False
19293,promote,推進,0,1811.0,https://eikaiwa.dmm.com/uknow/questions/53069/,117,False
15295,celebrity,タレント,1,2649.0,https://eikaiwa.dmm.com/uknow/questions/37063/,117,False
789,bald,ハゲ,115,38631.0,https://eikaiwa.dmm.com/uknow/questions/31697/,116,False
15745,weed,草,1,2534.0,https://eikaiwa.dmm.com/uknow/questions/51986/,116,False
3100,convincing,説得力のある,20,15196.0,https://eikaiwa.dmm.com/uknow/questions/15887/,116,False
27570,sketch,スケッチ,1,931.0,https://eikaiwa.dmm.com/uknow/questions/36632/,116,False
2030,dignity,品格,65,20889.0,https://eikaiwa.dmm.com/uknow/questions/18293/,115,False
9142,sperm,精子,6,5271.0,https://eikaiwa.dmm.com/uknow/questions/51158/,115,False
16126,alternate,交互に,4,2431.0,https://eikaiwa.dmm.com/uknow/questions/60443/,115,False
24589,inherit,受け継ぐ,2,1178.0,https://eikaiwa.dmm.com/uknow/questions/50836/,115,False
33637,sphere,球体,2,575.0,https://eikaiwa.dmm.com/uknow/questions/62895/,114,False
36852,mushroom,マッシュルーム,1,425.0,https://eikaiwa.dmm.com/uknow/questions/64371/,114,False
14580,outstanding,目立つ,4,2841.0,https://eikaiwa.dmm.com/uknow/questions/43902/,114,False
26497,antarctica,南極,3,1011.0,https://eikaiwa.dmm.com/uknow/questions/52267/,114,False
11679,backwards,反対だよー,16,3884.0,https://eikaiwa.dmm.com/uknow/questions/20071/,113,False
20054,prices,物価,2,1697.0,https://eikaiwa.dmm.com/uknow/questions/48217/,113,False
35826,welfare,福祉,1,471.0,https://eikaiwa.dmm.com/uknow/questions/62611/,113,False
11282,crab,蟹,14,4060.0,https://eikaiwa.dmm.com/uknow/questions/46223/,113,False
16118,reception,電波,4,2432.0,https://eikaiwa.dmm.com/uknow/questions/46220/,113,False
25409,ant,蟻,10,1102.0,https://eikaiwa.dmm.com/uknow/questions/51276/,113,False
6572,empathy,感情移入,11,7632.0,https://eikaiwa.dmm.com/uknow/questions/14875/,113,False
7645,calculate,計算する,15,6498.0,https://eikaiwa.dmm.com/uknow/questions/41506/,112,False
26524,paradise,楽園,0,1009.0,https://eikaiwa.dmm.com/uknow/questions/56754/,112,False
23750,correctly,正しく,1,1256.0,https://eikaiwa.dmm.com/uknow/questions/59141/,112,False
24284,exception,例外,0,1204.0,https://eikaiwa.dmm.com/uknow/questions/52977/,112,False
4514,tuna,マグロ,34,11006.0,https://eikaiwa.dmm.com/uknow/questions/33728/,111,False
19648,preliminary,暫定,1,1757.0,https://eikaiwa.dmm.com/uknow/questions/56742/,111,False
35017,stamp,切手,0,510.0,https://eikaiwa.dmm.com/uknow/questions/63724/,111,False
30994,quiz,クイズ,4,715.0,https://eikaiwa.dmm.com/uknow/questions/59072/,111,False
17787,diary,日記,25,2074.0,https://eikaiwa.dmm.com/uknow/questions/50585/,110,False
12946,towel,タオル,6,3376.0,https://eikaiwa.dmm.com/uknow/questions/34293/,110,False
14389,satan,悪魔的な存在,5,2896.0,https://eikaiwa.dmm.com/uknow/questions/17446/,110,False
14599,physician,内科,21,2837.0,https://eikaiwa.dmm.com/uknow/questions/54749/,110,False
34422,lottery,くじ引き,1,538.0,https://eikaiwa.dmm.com/uknow/questions/62155/,109,False
35714,polite,礼儀,3,476.0,https://eikaiwa.dmm.com/uknow/questions/62069/,109,False
33156,cocktail,カクテル,1,599.0,https://eikaiwa.dmm.com/uknow/questions/54098/,109,False
16723,interior,インテリア,3,2297.0,https://eikaiwa.dmm.com/uknow/questions/52893/,109,False
20785,exposure,露出,4,1597.0,https://eikaiwa.dmm.com/uknow/questions/34012/,109,False
675,acquaintance,知人,89,42581.0,https://eikaiwa.dmm.com/uknow/questions/7102/,109,False
21043,bonus,賞与,0,1561.0,https://eikaiwa.dmm.com/uknow/questions/44520/,109,False
36405,fry,揚げる,3,445.0,https://eikaiwa.dmm.com/uknow/questions/64153/,109,False
8178,deceive,騙すだます,12,6008.0,https://eikaiwa.dmm.com/uknow/questions/51282/,108,False
30465,blessing,祝福,5,745.0,https://eikaiwa.dmm.com/uknow/questions/58996/,108,False
20766,complaint,愚痴,3,1600.0,https://eikaiwa.dmm.com/uknow/questions/48509/,108,False
36350,guaranteed,折り紙つき,1,447.0,https://eikaiwa.dmm.com/uknow/questions/47140/,108,False
36361,razor,カミソリ,1,447.0,https://eikaiwa.dmm.com/uknow/questions/59805/,108,False
35397,density,密度,2,492.0,https://eikaiwa.dmm.com/uknow/questions/56739/,108,False
25524,auction,オークション,0,1092.0,https://eikaiwa.dmm.com/uknow/questions/40233/,107,False
6165,retire,退職,12,8165.0,https://eikaiwa.dmm.com/uknow/questions/38817/,107,False
9773,draft,原稿,6,4862.0,https://eikaiwa.dmm.com/uknow/questions/45370/,107,False
25151,massage,もみもみ,1,1124.0,https://eikaiwa.dmm.com/uknow/questions/44430/,107,False
32216,confuse,戸惑う,1,650.0,https://eikaiwa.dmm.com/uknow/questions/65237/,107,False
29504,granny,おばあちゃま,2,800.0,https://eikaiwa.dmm.com/uknow/questions/4470/,106,False
34718,innovative,新しい,5,524.0,https://eikaiwa.dmm.com/uknow/questions/52594/,106,False
29560,compromise,妥協,2,797.0,https://eikaiwa.dmm.com/uknow/questions/46870/,106,False
9854,contribute,貢献する,9,4808.0,https://eikaiwa.dmm.com/uknow/questions/52164/,106,False
21222,perception,気づき,2,1541.0,https://eikaiwa.dmm.com/uknow/questions/63011/,106,False
22994,arrogant,傲慢,2,1338.0,https://eikaiwa.dmm.com/uknow/questions/57380/,106,False
1009,childish,子供っぽい,70,33733.0,https://eikaiwa.dmm.com/uknow/questions/3693/,106,False
18243,literature,文学,2,1993.0,https://eikaiwa.dmm.com/uknow/questions/37966/,106,False
19212,container,容器,0,1826.0,https://eikaiwa.dmm.com/uknow/questions/55957/,106,False
15650,rap,ラップ,7,2555.0,https://eikaiwa.dmm.com/uknow/questions/47273/,105,False
10530,lame,ダサい,17,4437.0,https://eikaiwa.dmm.com/uknow/questions/53809/,105,False
28015,ham,ハム,0,901.0,https://eikaiwa.dmm.com/uknow/questions/59405/,105,False
2437,tricked,騙される,23,18327.0,https://eikaiwa.dmm.com/uknow/questions/37008/,105,False
2765,convert,改造,27,16701.0,https://eikaiwa.dmm.com/uknow/questions/9760/,104,False
16174,ribbon,リボン,3,2419.0,https://eikaiwa.dmm.com/uknow/questions/53136/,104,False
24784,ballet,バレエ,4,1159.0,https://eikaiwa.dmm.com/uknow/questions/54051/,104,False
16333,banana,バナナ,11,2382.0,https://eikaiwa.dmm.com/uknow/questions/44878/,104,False
23986,fierce,激しい,3,1234.0,https://eikaiwa.dmm.com/uknow/questions/55102/,104,False
2505,terrific,最高,32,17967.0,https://eikaiwa.dmm.com/uknow/questions/420/,103,False
36990,shelf,棚を探す,1,419.0,https://eikaiwa.dmm.com/uknow/questions/58291/,103,False
26623,fountain,噴水,4,1002.0,https://eikaiwa.dmm.com/uknow/questions/62646/,103,False
9764,ski,スキー,10,4869.0,https://eikaiwa.dmm.com/uknow/questions/42195/,103,False
16563,lively,賑やか,6,2337.0,https://eikaiwa.dmm.com/uknow/questions/47649/,103,False
9191,explode,爆発,4,5235.0,https://eikaiwa.dmm.com/uknow/questions/34481/,103,False
27577,reflection,反射,3,931.0,https://eikaiwa.dmm.com/uknow/questions/56688/,103,False
5134,overtime,残業,31,9737.0,https://eikaiwa.dmm.com/uknow/questions/34001/,103,False
19696,antibiotics,抗生物質,7,1750.0,https://eikaiwa.dmm.com/uknow/questions/50519/,102,False
9172,zoo,動物園,31,5246.0,https://eikaiwa.dmm.com/uknow/questions/36745/,102,False
17856,dull,濁っている,7,2064.0,https://eikaiwa.dmm.com/uknow/questions/41333/,102,False
26069,resolution,解像度,0,1045.0,https://eikaiwa.dmm.com/uknow/questions/55792/,101,False
6985,gorilla,ゴリラ,19,7131.0,https://eikaiwa.dmm.com/uknow/questions/36219/,101,False
13639,resume,履歴書,5,3132.0,https://eikaiwa.dmm.com/uknow/questions/52161/,101,False
36383,honeymoon,ハネムーン,0,446.0,https://eikaiwa.dmm.com/uknow/questions/62492/,101,False
18638,ambition,志,4,1924.0,https://eikaiwa.dmm.com/uknow/questions/58543/,101,False
29663,architect,建築士,1,791.0,https://eikaiwa.dmm.com/uknow/questions/59074/,101,False
23969,skeleton,骸骨,1,1236.0,https://eikaiwa.dmm.com/uknow/questions/47725/,100,False
4051,views,再生回数,36,12219.0,https://eikaiwa.dmm.com/uknow/questions/32299/,100,False
27397,bass,コントラバス,3,943.0,https://eikaiwa.dmm.com/uknow/questions/41422/,100,False
17058,salad,サラダ,4,2220.0,https://eikaiwa.dmm.com/uknow/questions/52412/,100,False
14163,install,取り付ける,8,2965.0,https://eikaiwa.dmm.com/uknow/questions/52599/,100,False
30409,dimension,次元,3,748.0,https://eikaiwa.dmm.com/uknow/questions/58631/,100,False
15216,applause,拍手,6,2670.0,https://eikaiwa.dmm.com/uknow/questions/56773/,100,False
17211,unexpectedly,偶然にも,6,2185.0,https://eikaiwa.dmm.com/uknow/questions/59811/,100,False
7718,swamp,沼,30,6434.0,https://eikaiwa.dmm.com/uknow/questions/41228/,100,False
11633,wheelchair,車椅子,15,3898.0,https://eikaiwa.dmm.com/uknow/questions/44756/,100,False
1963,extension,延長お願いします,41,21424.0,https://eikaiwa.dmm.com/uknow/questions/4255/,99,False
19313,temporarily,一時的に,2,1808.0,https://eikaiwa.dmm.com/uknow/questions/55014/,99,False
8481,socks,靴下,6,5759.0,https://eikaiwa.dmm.com/uknow/questions/38850/,99,False
12948,ban,禁止する,9,3376.0,https://eikaiwa.dmm.com/uknow/questions/54277/,98,False
17304,spoiled,しつけがなってない,6,2163.0,https://eikaiwa.dmm.com/uknow/questions/14784/,98,False
24262,bully,ガキ大将,1,1205.0,https://eikaiwa.dmm.com/uknow/questions/37335/,98,False
29703,evacuation,避難,2,789.0,https://eikaiwa.dmm.com/uknow/questions/60693/,98,False
27719,efficiency,効率,6,920.0,https://eikaiwa.dmm.com/uknow/questions/44059/,98,False
12471,adopt,導入する,3,3550.0,https://eikaiwa.dmm.com/uknow/questions/53424/,98,False
16617,component,コンポ,4,2324.0,https://eikaiwa.dmm.com/uknow/questions/23376/,98,False
25516,philosophy,理念,5,1093.0,https://eikaiwa.dmm.com/uknow/questions/41675/,97,False
11770,naughty,やんちゃ,6,3842.0,https://eikaiwa.dmm.com/uknow/questions/48888/,97,False
8686,album,アルバム,8,5606.0,https://eikaiwa.dmm.com/uknow/questions/37057/,97,False
22449,crane,鶴,25,1394.0,https://eikaiwa.dmm.com/uknow/questions/51861/,97,False
24186,confidential,㊙扱い,1,1213.0,https://eikaiwa.dmm.com/uknow/questions/39359/,97,False
32021,lick,べろべろ,1,659.0,https://eikaiwa.dmm.com/uknow/questions/42904/,97,False
31164,artery,動脈,3,706.0,https://eikaiwa.dmm.com/uknow/questions/59015/,97,False
3623,deliberately,わざと,55,13385.0,https://eikaiwa.dmm.com/uknow/questions/46215/,96,False
13643,diagnosis,診断,8,3130.0,https://eikaiwa.dmm.com/uknow/questions/37053/,96,False
28261,autism,自閉症,6,882.0,https://eikaiwa.dmm.com/uknow/questions/55795/,96,False
36211,insert,挿入,0,454.0,https://eikaiwa.dmm.com/uknow/questions/59166/,96,False
5579,fog,霧,20,8979.0,https://eikaiwa.dmm.com/uknow/questions/32124/,95,False
3876,outfit,コーディネート,21,12658.0,https://eikaiwa.dmm.com/uknow/questions/43325/,95,False
8899,introduction,前奏,22,5449.0,https://eikaiwa.dmm.com/uknow/questions/25178/,95,False
5953,shipment,出荷,24,8466.0,https://eikaiwa.dmm.com/uknow/questions/33165/,95,False
1071,motorcycle,バイク,82,32592.0,https://eikaiwa.dmm.com/uknow/questions/35033/,95,False
11578,boil,茹でる,2,3925.0,https://eikaiwa.dmm.com/uknow/questions/38768/,94,False
30926,equation,式,0,719.0,https://eikaiwa.dmm.com/uknow/questions/55026/,94,False
30887,inheritance,相続,0,721.0,https://eikaiwa.dmm.com/uknow/questions/42075/,94,False
9677,expenses,家計簿,11,4917.0,https://eikaiwa.dmm.com/uknow/questions/44511/,94,False
4964,idol,アイドル,11,10118.0,https://eikaiwa.dmm.com/uknow/questions/40876/,94,False
20068,expense,経費,3,1695.0,https://eikaiwa.dmm.com/uknow/questions/55127/,94,False
7352,mild,暖かい,6,6793.0,https://eikaiwa.dmm.com/uknow/questions/32126/,94,False
33158,customs,通関,0,599.0,https://eikaiwa.dmm.com/uknow/questions/56736/,94,False
7740,unlimited,無制限に,17,6412.0,https://eikaiwa.dmm.com/uknow/questions/11379/,94,False
9660,directions,方角,12,4929.0,https://eikaiwa.dmm.com/uknow/questions/34510/,94,False
34273,modest,慎ましい女性,9,545.0,https://eikaiwa.dmm.com/uknow/questions/44464/,94,False
25699,ditch,溝,0,1077.0,https://eikaiwa.dmm.com/uknow/questions/55573/,94,False
18302,needles,注射,8,1982.0,https://eikaiwa.dmm.com/uknow/questions/52519/,93,False
36661,scarf,スカーフ,0,434.0,https://eikaiwa.dmm.com/uknow/questions/61052/,93,False
31691,dessert,デザート,5,677.0,https://eikaiwa.dmm.com/uknow/questions/62366/,93,False
31326,scold,しかる,3,697.0,https://eikaiwa.dmm.com/uknow/questions/55880/,93,False
18332,bulb,球根,10,1976.0,https://eikaiwa.dmm.com/uknow/questions/38199/,93,False
2412,trailer,予告編,45,18509.0,https://eikaiwa.dmm.com/uknow/questions/16261/,93,False
10716,embarrass,恥をかかせる,12,4343.0,https://eikaiwa.dmm.com/uknow/questions/12608/,92,False
35732,counseling,カウンセリング,0,475.0,https://eikaiwa.dmm.com/uknow/questions/62685/,92,False
11584,pillow,枕,18,3922.0,https://eikaiwa.dmm.com/uknow/questions/34861/,92,False
2767,scenery,風景,29,16694.0,https://eikaiwa.dmm.com/uknow/questions/32808/,92,False
4070,revealing,露出度の高い,29,12192.0,https://eikaiwa.dmm.com/uknow/questions/3239/,92,False
5051,thread,糸,28,9930.0,https://eikaiwa.dmm.com/uknow/questions/32187/,92,False
12735,intuition,直感,9,3462.0,https://eikaiwa.dmm.com/uknow/questions/46156/,92,False
13314,mold,カビ,22,3238.0,https://eikaiwa.dmm.com/uknow/questions/42456/,91,False
12572,motivation,モチベーション,7,3515.0,https://eikaiwa.dmm.com/uknow/questions/46848/,91,False
27298,bounce,髪のハリ・コシ,0,950.0,https://eikaiwa.dmm.com/uknow/questions/51786/,91,False
24430,statistics,統計,4,1193.0,https://eikaiwa.dmm.com/uknow/questions/51161/,90,False
31905,continent,大陸,4,665.0,https://eikaiwa.dmm.com/uknow/questions/54080/,90,False
31714,placing,置き方,2,675.0,https://eikaiwa.dmm.com/uknow/questions/43696/,90,False
35760,equals,算数の,3,474.0,https://eikaiwa.dmm.com/uknow/questions/67689/,90,False
30366,ruler,定規,2,750.0,https://eikaiwa.dmm.com/uknow/questions/52378/,90,False
24785,lump,塊かたまり,1,1159.0,https://eikaiwa.dmm.com/uknow/questions/55574/,90,False
15533,sympathy,共感,6,2585.0,https://eikaiwa.dmm.com/uknow/questions/43898/,90,False
16893,coverage,取材,5,2259.0,https://eikaiwa.dmm.com/uknow/questions/46876/,89,False
35399,distribute,配布,2,492.0,https://eikaiwa.dmm.com/uknow/questions/59425/,89,False
12913,homemade,自家製,4,3389.0,https://eikaiwa.dmm.com/uknow/questions/39313/,89,False
9552,pc,パソコン,15,4990.0,https://eikaiwa.dmm.com/uknow/questions/54653/,89,False
15723,assumption,想定,3,2541.0,https://eikaiwa.dmm.com/uknow/questions/43987/,89,False
1468,worship,参拝,53,26351.0,https://eikaiwa.dmm.com/uknow/questions/16359/,89,False
26496,coordinate,調整,5,1011.0,https://eikaiwa.dmm.com/uknow/questions/51431/,89,False
15706,blanket,タオルケット,5,2545.0,https://eikaiwa.dmm.com/uknow/questions/44984/,89,False
8453,receipt,領収証,0,5784.0,https://eikaiwa.dmm.com/uknow/questions/45998/,89,False
34551,bribe,金をつんで…,0,532.0,https://eikaiwa.dmm.com/uknow/questions/35664/,89,False
11959,politician,政治家,8,3752.0,https://eikaiwa.dmm.com/uknow/questions/34396/,89,False
6313,dinosaur,恐竜,48,7991.0,https://eikaiwa.dmm.com/uknow/questions/29821/,89,False
26301,jupiter,木星,4,1026.0,https://eikaiwa.dmm.com/uknow/questions/42191/,89,False
2250,greeting,挨拶,110,19377.0,https://eikaiwa.dmm.com/uknow/questions/44673/,89,False
19981,logo,ロゴ,5,1709.0,https://eikaiwa.dmm.com/uknow/questions/54647/,88,False
15695,favourite,優勝候補筆頭,18,2547.0,https://eikaiwa.dmm.com/uknow/questions/27333/,88,False
7384,wheat,小麦,24,6760.0,https://eikaiwa.dmm.com/uknow/questions/38221/,88,False
1883,transparent,透明,40,22003.0,https://eikaiwa.dmm.com/uknow/questions/20115/,88,False
22601,splendid,煌びやか,2,1377.0,https://eikaiwa.dmm.com/uknow/questions/16629/,88,False
22744,boot,起動,1,1364.0,https://eikaiwa.dmm.com/uknow/questions/53132/,88,False
36647,rehearsal,リハーサル,1,435.0,https://eikaiwa.dmm.com/uknow/questions/63728/,88,False
26439,currency,通貨,3,1016.0,https://eikaiwa.dmm.com/uknow/questions/55832/,88,False
26233,companion,同行者,3,1032.0,https://eikaiwa.dmm.com/uknow/questions/64995/,88,False
8275,dentist,歯医者さんに行く,19,5926.0,https://eikaiwa.dmm.com/uknow/questions/48162/,88,False
3351,supermarket,スーパー,23,14310.0,https://eikaiwa.dmm.com/uknow/questions/33148/,88,False
4961,pond,池,27,10125.0,https://eikaiwa.dmm.com/uknow/questions/34011/,87,False
11490,cellphone,携帯,40,3962.0,https://eikaiwa.dmm.com/uknow/questions/43370/,87,False
28509,output,出力,0,865.0,https://eikaiwa.dmm.com/uknow/questions/54395/,87,False
1977,misunderstood,ちょっと待って、多分勘違いしてると思う,33,21299.0,https://eikaiwa.dmm.com/uknow/questions/2047/,87,False
11105,hometown,地元,12,4143.0,https://eikaiwa.dmm.com/uknow/questions/44761/,87,False
13145,sponsor,主催,1,3301.0,https://eikaiwa.dmm.com/uknow/questions/55067/,87,False
30116,accelerate,加速,2,764.0,https://eikaiwa.dmm.com/uknow/questions/57543/,87,False
10302,beard,ひげ,17,4551.0,https://eikaiwa.dmm.com/uknow/questions/48607/,86,False
